Reference,MaterialSample-ID (received),MaterialSampleID,MaterialSample-ID (EMOBON),Sequence_batch,Gene,Sample_code,DNA_code,Concentration_ng_per_µl,Volume_µl,Quantity_vol,Tag,Code,Forward_read,Reverse_read,PCR_negative_control_extraction,PCR_negative_control_Code_1,PCR_negative_control_Code_2,Number_of_sequences,Comment_1,Comment_2,Run
EMOBON00747,ARMS_GALWAY_GURR3_210720-220907_MF500_A,ARMS_Galway_Gurr3_20210720_20220907_MF500_s1_r1,EMOBON_Galway_Gurr3_210720_220907_MF500_1,Batch3.1,18S rRNA (V1-V2),DBN_AAGY,DBP_AAEU,"31,5",108,3402,DBQ_AAJZ,DBQ_AAJZOSTA_2_H3KVNDRX5.UDI329-BID08,DBQ_AAJZOSTA_2_1_H3KVNDRX5.UDI329-BID08_clean.fastq.gz,DBQ_AAJZOSTA_2_2_H3KVNDRX5.UDI329-BID08_clean.fastq.gz,not reported by Genoscope,CEB_DEZ,CEB_DFA,496861,Sequencing will be repeated,ARMS organisms sample from station GALWAY,240409_JARVIS_H3KVNDRX5
EMOBON00747,ARMS_GALWAY_GURR3_210720-220907_MF500_A,ARMS_Galway_Gurr3_20210720_20220907_MF500_s1_r1,EMOBON_Galway_Gurr3_210720_220907_MF500_1,Batch3.1,18S rRNA (V1-V2),DBN_AAGY,DBP_AAEU,"31,5",108,3402,DBQ_AAJZ,DBQ_AAJZOSTA_1_H55TTDRX5.UDI073-BID08,DBQ_AAJZOSTA_1_1_H55TTDRX5.UDI073-BID08_clean.fastq.gz,DBQ_AAJZOSTA_1_2_H55TTDRX5.UDI073-BID08_clean.fastq.gz,not reported by Genoscope,CEB_DEZ,CEB_DFA,3656505,Repeated sequencing,ARMS organisms sample from station GALWAY,240619_JARVIS_H55TTDRX5
EMOBON00748,ARMS_Svalbard_S1A_200805_220729_MF100_DMSO_R1,ARMS_Svalbard_S1A_20200805_20220729_MF100_s1_r1,EMOBON_Svalbard_S1A_200805_220729_MF100_1,Batch3.1,18S rRNA (V1-V2),DBN_AAGZ,DBP_AAEV,"53,4",108,"5767,2",DBQ_AAKA,DBQ_AAKAOSTA_2_H5FGYDRX5.UDI340-BID09,DBQ_AAKAOSTA_2_1_H5FGYDRX5.UDI340-BID09_clean.fastq.gz,DBQ_AAKAOSTA_2_2_H5FGYDRX5.UDI340-BID09_clean.fastq.gz,not reported by Genoscope,CEB_DEZ,CEB_DFA,4868890,,ARMS organisms sample from station Svalbard,240411_JARVIS_H5FGYDRX5
EMOBON00749,ARMS_Svalbard_S1A_200805_220729_MF500_DMSO_R1,ARMS_Svalbard_S1A_20200805_20220729_MF500_s1_r1,EMOBON_Svalbard_S1A_200805_220729_MF500_1,Batch3.1,18S rRNA (V1-V2),DBN_AAHA,DBP_AAEW,"11,85",108,"1279,8",DBQ_AAKB,DBQ_AAKBOSTA_2_H5FGYDRX5.UDI352-BID09,DBQ_AAKBOSTA_2_1_H5FGYDRX5.UDI352-BID09_clean.fastq.gz,DBQ_AAKBOSTA_2_2_H5FGYDRX5.UDI352-BID09_clean.fastq.gz,not reported by Genoscope,CEB_DEZ,CEB_DFA,3925853,,ARMS organisms sample from station Svalbard,240411_JARVIS_H5FGYDRX5
EMOBON00750,ARMS_Svalbard_S1A_200805_220729_SF40_DMSO_R1,ARMS_Svalbard_S1A_20200805_20220729_SF40_s1_r1,EMOBON_Svalbard_S1A_200805_220729_SF40_1,Batch3.1,18S rRNA (V1-V2),DBN_AAHB,DBP_AAEX,"12,2",108,"1317,6",DBQ_AAKC,DBQ_AAKCOSTA_2_H5FGYDRX5.UDI364-BID09,DBQ_AAKCOSTA_2_1_H5FGYDRX5.UDI364-BID09_clean.fastq.gz,DBQ_AAKCOSTA_2_2_H5FGYDRX5.UDI364-BID09_clean.fastq.gz,not reported by Genoscope,CEB_DEZ,CEB_DFA,2606246,,ARMS organisms sample from station Svalbard,240411_JARVIS_H5FGYDRX5
EMOBON00751,ARMS_Svalbard_S1B_200806_220731_MF100_DMSO_R1,ARMS_Svalbard_S1B_20200806_20220731_MF100_s1_r1,EMOBON_Svalbard_S1B_200806_220731_MF100_1,Batch3.1,18S rRNA (V1-V2),DBN_AAHC,DBP_AAEY,659,98,"64,6",DBQ_AAKD,DBQ_AAKDOSTA_2_H5FGYDRX5.UDI376-BID09,DBQ_AAKDOSTA_2_1_H5FGYDRX5.UDI376-BID09_clean.fastq.gz,DBQ_AAKDOSTA_2_2_H5FGYDRX5.UDI376-BID09_clean.fastq.gz,not reported by Genoscope,CEB_DEZ,CEB_DFA,4272662,,ARMS organisms sample from station Svalbard,240411_JARVIS_H5FGYDRX5
EMOBON00752,ARMS_Svalbard_S1B_200806_220731_MF500_DMSO_R1,ARMS_Svalbard_S1B_20200806_20220731_MF500_s1_r1,EMOBON_Svalbard_S1B_200806_220731_MF500_1,Batch3.1,18S rRNA (V1-V2),DBN_AAHD,DBP_AAEZ,"1,46",98,"143,1",DBQ_AAKE,DBQ_AAKEOSTA_2_H3KVNDRX5.UDI293-BID09,DBQ_AAKEOSTA_2_1_H3KVNDRX5.UDI293-BID09_clean.fastq.gz,DBQ_AAKEOSTA_2_2_H3KVNDRX5.UDI293-BID09_clean.fastq.gz,not reported by Genoscope,CEB_DEZ,CEB_DFA,3074917,,ARMS organisms sample from station Svalbard,240409_JARVIS_H3KVNDRX5
EMOBON00753,ARMS_Svalbard_S1B_200806_220731_SF40_DMSO_R1,ARMS_Svalbard_S1B_20200806_20220731_SF40_s1_r1,EMOBON_Svalbard_S1B_200806_220731_SF40_1,Batch3.1,18S rRNA (V1-V2),DBN_AAHE,DBP_AAFA,"11,8",98,"1156,4",DBQ_AAKF,DBQ_AAKFOSTA_2_H3KVNDRX5.UDI305-BID09,DBQ_AAKFOSTA_2_1_H3KVNDRX5.UDI305-BID09_clean.fastq.gz,DBQ_AAKFOSTA_2_2_H3KVNDRX5.UDI305-BID09_clean.fastq.gz,not reported by Genoscope,CEB_DEZ,CEB_DFA,3977178,,ARMS organisms sample from station Svalbard,240409_JARVIS_H3KVNDRX5
EMOBON00754,ARMS_Svalbard_S1C_200806_220803_MF100_DMSO_R1,ARMS_Svalbard_S1C_20200806_20220803_MF100_s1_r1,EMOBON_Svalbard_S1C_200806_220803_MF100_1,Batch3.1,18S rRNA (V1-V2),DBN_AAHF,DBP_AAFB,"15,5",98,1519,DBQ_AAKG,DBQ_AAKGOSTA_2_H3KVNDRX5.UDI317-BID09,DBQ_AAKGOSTA_2_1_H3KVNDRX5.UDI317-BID09_clean.fastq.gz,DBQ_AAKGOSTA_2_2_H3KVNDRX5.UDI317-BID09_clean.fastq.gz,not reported by Genoscope,CEB_DEZ,CEB_DFA,1021437,,ARMS organisms sample from station Svalbard,240409_JARVIS_H3KVNDRX5
EMOBON00755,ARMS_Svalbard_S1C_200806_220803_MF500_DMSO_R1,ARMS_Svalbard_S1C_20200806_20220803_MF500_s1_r1,EMOBON_Svalbard_S1C_200806_220803_MF500_1,Batch3.1,18S rRNA (V1-V2),DBN_AAHG,DBP_AAFC,"11,85",98,"1161,3",DBQ_AAKH,DBQ_AAKHOSTA_2_H3KVNDRX5.UDI329-BID09,DBQ_AAKHOSTA_2_1_H3KVNDRX5.UDI329-BID09_clean.fastq.gz,DBQ_AAKHOSTA_2_2_H3KVNDRX5.UDI329-BID09_clean.fastq.gz,not reported by Genoscope,CEB_DEZ,CEB_DFA,993242,,ARMS organisms sample from station Svalbard,240409_JARVIS_H3KVNDRX5
EMOBON00757,ARMS_SouthCove_20190829_20220221_SF_R1,ARMS_Rothera_SouthCove_20190829_20220221_SF_s1_r1,EMOBON_Rothera_SouthCove_190829_220221_SF_1,Batch3.1,18S rRNA (V1-V2),DBN_AAHI,DBP_AAFE,892,98,"87,4",DBQ_AAKJ,DBQ_AAKJOSTA_2_H5FGYDRX5.UDI352-BID11,DBQ_AAKJOSTA_2_1_H5FGYDRX5.UDI352-BID11_clean.fastq.gz,DBQ_AAKJOSTA_2_2_H5FGYDRX5.UDI352-BID11_clean.fastq.gz,not reported by Genoscope,CEB_DEZ,CEB_DFA,726871,,ARMS organisms sample from station BAS,240411_JARVIS_H5FGYDRX5
EMOBON00758,ARMS_SouthCove_20190829_20220221_SF_R2,ARMS_Rothera_SouthCove_20190829_20220221_SF_s2_r1,EMOBON_Rothera_SouthCove_190829_220221_SF_2,Batch3.1,18S rRNA (V1-V2),DBN_AAHJ,DBP_AAFF,799,98,"78,3",DBQ_AAKK,DBQ_AAKKOSTA_2_H5FGYDRX5.UDI364-BID11,DBQ_AAKKOSTA_2_1_H5FGYDRX5.UDI364-BID11_clean.fastq.gz,DBQ_AAKKOSTA_2_2_H5FGYDRX5.UDI364-BID11_clean.fastq.gz,not reported by Genoscope,CEB_DEZ,CEB_DFA,571859,Sequencing will be repeated,ARMS organisms sample from station BAS,240411_JARVIS_H5FGYDRX5
EMOBON00758,ARMS_SouthCove_20190829_20220221_SF_R2,ARMS_Rothera_SouthCove_20190829_20220221_SF_s2_r1,EMOBON_Rothera_SouthCove_190829_220221_SF_2,Batch3.1,18S rRNA (V1-V2),DBN_AAHJ,DBP_AAFF,799,98,"78,3",DBQ_AAKK,DBQ_AAKKOSTA_1_H55TTDRX5.UDI037-BID11,DBQ_AAKKOSTA_1_1_H55TTDRX5.UDI037-BID11_clean.fastq.gz,DBQ_AAKKOSTA_1_2_H55TTDRX5.UDI037-BID11_clean.fastq.gz,not reported by Genoscope,CEB_DEZ,CEB_DFA,6096295,Repeated sequencing,ARMS organisms sample from station BAS,240619_JARVIS_H55TTDRX5
EMOBON00759,ARMS_Cheshire_20191210_20220221_SF_R1,ARMS_Rothera_Cheshire_20191210_20220221_SF_s1_r1,EMOBON_Rothera_Cheshire_191210_220221_SF_1,Batch3.1,18S rRNA (V1-V2),DBN_AAHK,DBP_AAFG,"5,4",98,"529,2",DBQ_AAKL,DBQ_AAKLOSTA_2_H5FGYDRX5.UDI376-BID11,DBQ_AAKLOSTA_2_1_H5FGYDRX5.UDI376-BID11_clean.fastq.gz,DBQ_AAKLOSTA_2_2_H5FGYDRX5.UDI376-BID11_clean.fastq.gz,not reported by Genoscope,CEB_DEZ,CEB_DFA,667565,Sequencing will be repeated,ARMS organisms sample from station BAS,240411_JARVIS_H5FGYDRX5
EMOBON00759,ARMS_Cheshire_20191210_20220221_SF_R1,ARMS_Rothera_Cheshire_20191210_20220221_SF_s1_r1,EMOBON_Rothera_Cheshire_191210_220221_SF_1,Batch3.1,18S rRNA (V1-V2),DBN_AAHK,DBP_AAFG,"5,4",98,"529,2",DBQ_AAKL,DBQ_AAKLOSTA_1_H55TTDRX5.UDI013-BID11,DBQ_AAKLOSTA_1_1_H55TTDRX5.UDI013-BID11_clean.fastq.gz,DBQ_AAKLOSTA_1_2_H55TTDRX5.UDI013-BID11_clean.fastq.gz,not reported by Genoscope,CEB_DEZ,CEB_DFA,6700014,Repeated sequencing,ARMS organisms sample from station BAS,240619_JARVIS_H55TTDRX5
EMOBON00760,ARMS_Cheshire_20191210_20220221_SF_R2,ARMS_Rothera_Cheshire_20191210_20220221_SF_s2_r1,EMOBON_Rothera_Cheshire_191210_220221_SF_2,Batch3.1,18S rRNA (V1-V2),DBN_AAHL,DBP_AAFH,"5,57",98,"545,9",DBQ_AAKM,DBQ_AAKMOSTA_2_H3KVNDRX5.UDI293-BID11,DBQ_AAKMOSTA_2_1_H3KVNDRX5.UDI293-BID11_clean.fastq.gz,DBQ_AAKMOSTA_2_2_H3KVNDRX5.UDI293-BID11_clean.fastq.gz,not reported by Genoscope,CEB_DEZ,CEB_DFA,1268361,,ARMS organisms sample from station BAS,240409_JARVIS_H3KVNDRX5
EMOBON00761,LukaKP_A1_27.10.2021-28.02.2022_S_1mm_0.5mm,ARMS_GulfOfPiran_LukaKP_20211027_20220228_SF500_s1_r1,EMOBON_GulfOfPiran_LukaKP_A1_211027_220228_SF500_1,Batch3.1,18S rRNA (V1-V2),DBN_AAHM,DBP_AAFI,not reported by Genoscope,not reported by Genoscope,not reported by Genoscope,DBQ_AAKN,DBQ_AAKNOSTA_2_H3KVNDRX5.UDI305-BID11,DBQ_AAKNOSTA_2_1_H3KVNDRX5.UDI305-BID11_clean.fastq.gz,DBQ_AAKNOSTA_2_2_H3KVNDRX5.UDI305-BID11_clean.fastq.gz,not reported by Genoscope,CEB_DEZ,CEB_DFA,1109495,,ARMS organisms sample from station Piran,240409_JARVIS_H3KVNDRX5
EMOBON00762,LukaKP_A1_27.10.2021-28.02.2022_S_0.1mm_0.038mm,ARMS_GulfOfPiran_LukaKP_20211027_20220228_SF38_s1_r1,EMOBON_GulfOfPiran_LukaKP_A1_211027_220228_SF38_1,Batch3.1,18S rRNA (V1-V2),DBN_AAHN,DBP_AAJG,"7,824",90,"704,1",DBQ_AAVH,DBQ_AAVHOSTA_2_H5FGYDRX5.UDI304-BID15,DBQ_AAVHOSTA_2_1_H5FGYDRX5.UDI304-BID15_clean.fastq.gz,DBQ_AAVHOSTA_2_2_H5FGYDRX5.UDI304-BID15_clean.fastq.gz,not reported by Genoscope,CEB_DFR,CEB_DFS,1312174,,ARMS organisms sample from station Piran,240411_JARVIS_H5FGYDRX5
EMOBON00763,LukaKP_A1_27.10.2021-28.02.2022_M,ARMS_GulfOfPiran_LukaKP_20211027_20220228_MF38_s1_r1,EMOBON_GulfOfPiran_LukaKP_A1_211027_220228_MF38_1,Batch3.1,18S rRNA (V1-V2),DBN_AAHO,DBP_AAFJ,"1,92",98,"188,2",DBQ_AAKO,DBQ_AAKOOSTA_2_H3KVNDRX5.UDI317-BID11,DBQ_AAKOOSTA_2_1_H3KVNDRX5.UDI317-BID11_clean.fastq.gz,DBQ_AAKOOSTA_2_2_H3KVNDRX5.UDI317-BID11_clean.fastq.gz,not reported by Genoscope,CEB_DEZ,CEB_DFA,2850044,,ARMS organisms sample from station Piran,240409_JARVIS_H3KVNDRX5
EMOBON00764,LukaKP_A1_28.02.2022_20.06.2022_S_1mm,ARMS_GulfOfPiran_LukaKP_20220128_20220620_SF1000_s1_r1,EMOBON_GulfOfPiran_LukaKP_A1_220228_220620_SF100_1,Batch3.1,18S rRNA (V1-V2),DBN_AAHP,DBP_AAFQ,194,108,21,DBQ_AAKV,DBQ_AAKVOSTA_2_H3KVNDRX5.UDI305-BID13,DBQ_AAKVOSTA_2_1_H3KVNDRX5.UDI305-BID13_clean.fastq.gz,DBQ_AAKVOSTA_2_2_H3KVNDRX5.UDI305-BID13_clean.fastq.gz,not reported by Genoscope,CEB_DEZ,CEB_DFA,7081274,,ARMS organisms sample from station Piran,240409_JARVIS_H3KVNDRX5
EMOBON00765,LukaKP_A1_28.02.2022_20.06.2022_S_0.5mm_0.038mm,ARMS_GulfOfPiran_LukaKP_20220128_20220620_SF38_s1_r1,EMOBON_GulfOfPiran_LukaKP_A1_220228_220620_SF38_1,Batch3.1,18S rRNA (V1-V2),DBN_AAHQ,DBP_AAJH,"2,819",90,"253,7",DBQ_AAWF,DBQ_AAWFOSTA_1_H3L7NDRX5.UDI327-BID05,DBQ_AAWFOSTA_1_1_H3L7NDRX5.UDI327-BID05_clean.fastq.gz,DBQ_AAWFOSTA_1_2_H3L7NDRX5.UDI327-BID05_clean.fastq.gz,not reported by Genoscope,CEB_DFT,CEB_DFU,18008141,,ARMS organisms sample from station Piran,240409_JARVIS_H3L7NDRX5
EMOBON00766,LukaKP_A1_28.02.2022_20.06.2022_M_1mm,ARMS_GulfOfPiran_LukaKP_20220128_20220620_MF1000_s1_r1,EMOBON_GulfOfPiran_LukaKP_A1_220228_220620_MF100_1,Batch3.1,18S rRNA (V1-V2),DBN_AAHR,DBP_AAFK,"2,85",108,"307,8",DBQ_AAKP,DBQ_AAKPOSTA_2_H3KVNDRX5.UDI329-BID11,DBQ_AAKPOSTA_2_1_H3KVNDRX5.UDI329-BID11_clean.fastq.gz,DBQ_AAKPOSTA_2_2_H3KVNDRX5.UDI329-BID11_clean.fastq.gz,not reported by Genoscope,CEB_DEZ,CEB_DFA,3054545,,ARMS organisms sample from station Piran,240409_JARVIS_H3KVNDRX5
EMOBON00767,LukaKP_A1_28.02.2022_20.06.2022_M_0.5mm_0.038mm,ARMS_GulfOfPiran_LukaKP_20220128_20220620_MF38_s1_r1,EMOBON_GulfOfPiran_LukaKP_A1_220228_220620_MF38_1,Batch3.1,18S rRNA (V1-V2),DBN_AAHS,DBP_AAJI,"5,012",90,451,DBQ_AAVJ,DBQ_AAVJOSTA_2_H5FGYDRX5.UDI328-BID15,DBQ_AAVJOSTA_2_1_H5FGYDRX5.UDI328-BID15_clean.fastq.gz,DBQ_AAVJOSTA_2_2_H5FGYDRX5.UDI328-BID15_clean.fastq.gz,not reported by Genoscope,CEB_DFR,CEB_DFS,1328970,,ARMS organisms sample from station Piran,240411_JARVIS_H5FGYDRX5
EMOBON00768,BojaVida_A1_28.07.2021-16.08.2022_S_1mm,ARMS_GulfOfPiran_BojaVida_20210728_20220816_SF1000_s1_r1,EMOBON_GulfOfPiran_BojaVida_A1_210728_220816_SF1000_1,Batch3.1,18S rRNA (V1-V2),DBN_AAHT,DBP_AAFL,"1,78",108,"192,2",DBQ_AAKQ,DBQ_AAKQOSTA_2_H5FGYDRX5.UDI340-BID13,DBQ_AAKQOSTA_2_1_H5FGYDRX5.UDI340-BID13_clean.fastq.gz,DBQ_AAKQOSTA_2_2_H5FGYDRX5.UDI340-BID13_clean.fastq.gz,not reported by Genoscope,CEB_DEZ,CEB_DFA,5665188,,ARMS organisms sample from station Piran,240411_JARVIS_H5FGYDRX5
EMOBON00771,BojaVida_A1_28.07.2021-16.08.2022_M_1mm,ARMS_GulfOfPiran_BojaVida_20210728_20220816_MF1000_s1_r1,EMOBON_GulfOfPiran_BojaVida_A1_210728_220816_MF1000_1,Batch3.1,18S rRNA (V1-V2),DBN_AAHW,DBP_AAJJ,"0,22",90,"19,8",DBQ_AAVK,DBQ_AAVKOSTA_2_H5FGYDRX5.UDI351-BID15,DBQ_AAVKOSTA_2_1_H5FGYDRX5.UDI351-BID15_clean.fastq.gz,DBQ_AAVKOSTA_2_2_H5FGYDRX5.UDI351-BID15_clean.fastq.gz,not reported by Genoscope,CEB_DFR,CEB_DFS,102175,Sequencing will be repeated,ARMS organisms sample from station Piran,240411_JARVIS_H5FGYDRX5
EMOBON00771,BojaVida_A1_28.07.2021-16.08.2022_M_1mm,ARMS_GulfOfPiran_BojaVida_20210728_20220816_MF1000_s1_r1,EMOBON_GulfOfPiran_BojaVida_A1_210728_220816_MF1000_1,Batch3.1,18S rRNA (V1-V2),DBN_AAHW,DBP_AAJJ,"0,22",90,"19,8",DBQ_AAVK,DBQ_AAVKOSTA_1_H55TTDRX5.UDI001-BID15,DBQ_AAVKOSTA_1_1_H55TTDRX5.UDI001-BID15_clean.fastq.gz,DBQ_AAVKOSTA_1_2_H55TTDRX5.UDI001-BID15_clean.fastq.gz,not reported by Genoscope,CEB_DFR,CEB_DFS,641327,Repeated sequencing,ARMS organisms sample from station Piran,240619_JARVIS_H55TTDRX5
EMOBON00772,BojaVida_A1_28.07.2021-16.08.2022_M_0.5mm_0.038mm,ARMS_GulfOfPiran_BojaVida_20210728_20220816_MF38_s1_r1,EMOBON_GulfOfPiran_BojaVida_A1_210728_220816_MF38_1,Batch3.1,18S rRNA (V1-V2),DBN_AAHX,DBP_AAJK,836,90,"75,2",DBQ_AAVL,DBQ_AAVLOSTA_1_H3L7NDRX5.UDI339-BID15,DBQ_AAVLOSTA_1_1_H3L7NDRX5.UDI339-BID15_clean.fastq.gz,DBQ_AAVLOSTA_1_2_H3L7NDRX5.UDI339-BID15_clean.fastq.gz,not reported by Genoscope,CEB_DFR,CEB_DFS,1236359,,ARMS organisms sample from station Piran,240409_JARVIS_H3L7NDRX5
EMOBON00773,LukaKP_A1_20.06.2022-10.10.2022_S_1mm,ARMS_GulfOfPiran_LukaKP_20220620_20221010_SF1000_s1_r1,EMOBON_GulfOfPiran_LukaKP_A1_220620_221010_SF1000_1,Batch3.1,18S rRNA (V1-V2),DBN_AAHY,DBP_AAFN,"0,19",108,"20,5",DBQ_AAKS,DBQ_AAKSOSTA_2_H5FGYDRX5.UDI364-BID13,DBQ_AAKSOSTA_2_1_H5FGYDRX5.UDI364-BID13_clean.fastq.gz,DBQ_AAKSOSTA_2_2_H5FGYDRX5.UDI364-BID13_clean.fastq.gz,not reported by Genoscope,CEB_DEZ,CEB_DFA,13360125,,ARMS organisms sample from station Piran,240411_JARVIS_H5FGYDRX5
EMOBON00774,LukaKP_A1_20.06.2022-10.10.2022_S_0.5mm_0.038mm,ARMS_GulfOfPiran_LukaKP_20220620_20221010_SF38_s1_r1,EMOBON_GulfOfPiran_LukaKP_A1_220620_221010_SF38_1,Batch3.1,18S rRNA (V1-V2),DBN_AAHZ,DBP_AAJL,"2,892",90,"260,3",DBQ_AAVM,DBQ_AAVMOSTA_2_H5FGYDRX5.UDI363-BID16,DBQ_AAVMOSTA_2_1_H5FGYDRX5.UDI363-BID16_clean.fastq.gz,DBQ_AAVMOSTA_2_2_H5FGYDRX5.UDI363-BID16_clean.fastq.gz,not reported by Genoscope,CEB_DFR,CEB_DFS,7870060,,ARMS organisms sample from station Piran,240411_JARVIS_H5FGYDRX5
EMOBON00775,LukaKP_A1_20.06.2022-10.10.2022_M_1mm,ARMS_GulfOfPiran_LukaKP_20220620_20221010_MF1000_s1_r1,EMOBON_GulfOfPiran_LukaKP_A1_220620_221010_MF1000_1,Batch3.1,18S rRNA (V1-V2),DBN_AAIA,DBP_AAFS,"2,28",108,"246,2",DBQ_AAKX,DBQ_AAKXOSTA_2_H3KVNDRX5.UDI329-BID13,DBQ_AAKXOSTA_2_1_H3KVNDRX5.UDI329-BID13_clean.fastq.gz,DBQ_AAKXOSTA_2_2_H3KVNDRX5.UDI329-BID13_clean.fastq.gz,not reported by Genoscope,CEB_DEZ,CEB_DFA,10889501,,ARMS organisms sample from station Piran,240409_JARVIS_H3KVNDRX5
EMOBON00776,LukaKP_A1_20.06.2022-10.10.2022_M_0.5mm_0.038mm,ARMS_GulfOfPiran_LukaKP_20220620_20221010_MF38_s1_r1,EMOBON_GulfOfPiran_LukaKP_A1_220620_221010_MF38_1,Batch3.1,18S rRNA (V1-V2),DBN_AAIB,DBP_AAJM,"4,603",90,"414,2",DBQ_AAVN,DBQ_AAVNOSTA_1_H3L7NDRX5.UDI375-BID16,DBQ_AAVNOSTA_1_1_H3L7NDRX5.UDI375-BID16_clean.fastq.gz,DBQ_AAVNOSTA_1_2_H3L7NDRX5.UDI375-BID16_clean.fastq.gz,not reported by Genoscope,CEB_DFR,CEB_DFS,6467600,,ARMS organisms sample from station Piran,240409_JARVIS_H3L7NDRX5
EMOBON00777,LukaKP_And1_20.06.2022-10.10.2022_S_1mm,ARMS_GulfOfPiran_LukaKPAnd1_20220620_20221010_SF1000_s1_r1,EMOBON_GulfOfPiran_LukaKP_And1_220620_221010_SF1000_1,Batch3.1,18S rRNA (V1-V2),DBN_AAIC,DBP_AAFT,326,108,"35,2",DBQ_AAKY,DBQ_AAKYOSTA_2_H5FGYDRX5.UDI340-BID15,DBQ_AAKYOSTA_2_1_H5FGYDRX5.UDI340-BID15_clean.fastq.gz,DBQ_AAKYOSTA_2_2_H5FGYDRX5.UDI340-BID15_clean.fastq.gz,not reported by Genoscope,CEB_DEZ,CEB_DFA,793067,,ARMS organisms sample from station Piran,240411_JARVIS_H5FGYDRX5
EMOBON00778,LukaKP_And1_20.06.2022-10.10.2022_S_0.5mm,ARMS_GulfOfPiran_LukaKPAnd1_20220620_20221010_SF500_s1_r1,EMOBON_GulfOfPiran_LukaKP_And1_220620_221010_SF500_1,Batch3.1,18S rRNA (V1-V2),DBN_AAID,DBP_AAJN,"7,382",90,"664,3",DBQ_AAVO,DBQ_AAVOOSTA_2_H5FGYDRX5.UDI292-BID16,DBQ_AAVOOSTA_2_1_H5FGYDRX5.UDI292-BID16_clean.fastq.gz,DBQ_AAVOOSTA_2_2_H5FGYDRX5.UDI292-BID16_clean.fastq.gz,not reported by Genoscope,CEB_DFR,CEB_DFS,10624462,,ARMS organisms sample from station Piran,240411_JARVIS_H5FGYDRX5
EMOBON00779,LukaKP_And1_20.06.2022-10.10.2022_S_0.038mm,ARMS_GulfOfPiran_LukaKPAnd1_20220620_20221010_SF38_s1_r1,EMOBON_GulfOfPiran_LukaKP_And1_220620_221010_SF38_1,Batch3.1,18S rRNA (V1-V2),DBN_AAIE,DBP_AAFU,"4,16",108,"449,3",DBQ_AAKZ,DBQ_AAKZOSTA_2_H5FGYDRX5.UDI352-BID15,DBQ_AAKZOSTA_2_1_H5FGYDRX5.UDI352-BID15_clean.fastq.gz,DBQ_AAKZOSTA_2_2_H5FGYDRX5.UDI352-BID15_clean.fastq.gz,not reported by Genoscope,CEB_DEZ,CEB_DFA,835800,,ARMS organisms sample from station Piran,240411_JARVIS_H5FGYDRX5
EMOBON00780,LukaKP_And1_20.06.2022-10.10.2022_M_1mm,ARMS_GulfOfPiran_LukaKPAnd1_20220620_20221010_MF1000_s1_r1,EMOBON_GulfOfPiran_LukaKP_And1_220620_221010_MF1000_1,Batch3.1,18S rRNA (V1-V2),DBN_AAIF,DBP_AAFO,"5,51",108,"595,1",DBQ_AAKT,DBQ_AAKTOSTA_2_H5FGYDRX5.UDI376-BID13,DBQ_AAKTOSTA_2_1_H5FGYDRX5.UDI376-BID13_clean.fastq.gz,DBQ_AAKTOSTA_2_2_H5FGYDRX5.UDI376-BID13_clean.fastq.gz,not reported by Genoscope,CEB_DEZ,CEB_DFA,10082639,,ARMS organisms sample from station Piran,240411_JARVIS_H5FGYDRX5
EMOBON00781,LukaKP_And1_20.06.2022-10.10.2022_M_0.5mm_0.038mm,ARMS_GulfOfPiran_LukaKPAnd1_20220620_20221010_MF38_s1_r1,EMOBON_GulfOfPiran_LukaKP_And1_220620_221010_MF38_1,Batch3.1,18S rRNA (V1-V2),DBN_AAIG,DBP_AAIR,"8,54",90,"768,6",DBQ_AAUS,DBQ_AAUSOSTA_2_H5FGYDRX5.UDI316-BID11,DBQ_AAUSOSTA_2_1_H5FGYDRX5.UDI316-BID11_clean.fastq.gz,DBQ_AAUSOSTA_2_2_H5FGYDRX5.UDI316-BID11_clean.fastq.gz,not reported by Genoscope,CEB_DFR,CEB_DFS,1396007,,ARMS organisms sample from station Piran,240411_JARVIS_H5FGYDRX5
EMOBON00782,ARMS_Gdynia_GDY_20200610_20211222_MF500_DMSO,ARMS_Gdynia_GDY_20200610_20211222_MF500_s1_r1,EMOBON_Gdynia_GDY_200610_211222_MF500_1,Batch3.1,18S rRNA (V1-V2),DBN_AAIH,DBP_AAFV,"21,6",108,"2332,8",DBQ_AALA,DBQ_AALAOSTA_2_H5FGYDRX5.UDI364-BID15,DBQ_AALAOSTA_2_1_H5FGYDRX5.UDI364-BID15_clean.fastq.gz,DBQ_AALAOSTA_2_2_H5FGYDRX5.UDI364-BID15_clean.fastq.gz,not reported by Genoscope,CEB_DEZ,CEB_DFA,686926,Sequencing will be repeated,ARMS organisms sample from station Gdynia,240411_JARVIS_H5FGYDRX5
